100000,104000,108000,112000,116000,12000,120000,124000,128000,132000,136000,140000,144000,148000,152000,156000,16000,160000,164000,168000,172000,176000,180000,184000,188000,192000,196000,20000,200000,24000,28000,32000,36000,4000,40000,44000,48000,52000,56000,60000,64000,68000,72000,76000,8000,80000,84000,88000,92000,96000,hyperparam
-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-482.125,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-500.0,-482.0,-500.0,-500.0,-500.0,-500.0,-500.0,0.0009-3.6-63-0.25-0.0022-[256, 256]-0.95-0
-96.29268292682927,-96.14634146341463,-97.675,-90.16279069767442,-90.76744186046511,-395.0,-93.45238095238095,-98.225,-88.6590909090909,-85.8913043478261,-87.35555555555555,-89.95348837209302,-87.35555555555555,-92.5609756097561,-85.3913043478261,-95.90243902439025,-356.72727272727275,-86.35555555555555,-83.23404255319149,-84.28260869565217,-86.82222222222222,-87.70454545454545,-86.95555555555555,-91.20930232558139,-86.91111111111111,-84.34782608695652,-86.33333333333333,-268.7857142857143,-83.53191489361703,-258.1333333333333,-254.13333333333333,-179.9090909090909,-171.8695652173913,-500.0,-174.95454545454547,-137.03571428571428,-144.5185185185185,-116.18181818181819,-150.73076923076923,-121.53125,-116.44117647058823,-116.47058823529412,-104.23684210526316,-112.97142857142858,-473.75,-109.72222222222223,-110.08571428571429,-103.94736842105263,-103.78378378378379,-102.34210526315789,0.0009-3.6-63-0.25-0.0022-[256, 256]-0.95-1
-347.1818181818182,-301.9230769230769,-243.8125,-246.875,-278.92857142857144,-500.0,-240.5625,-247.3125,-257.3333333333333,-186.61904761904762,-237.0,-196.55,-201.78947368421052,-216.76470588235293,-198.1578947368421,-189.5,-500.0,-185.8095238095238,-174.86363636363637,-198.65,-177.95454545454547,-191.15,-178.57142857142858,-172.27272727272728,-163.83333333333334,-169.95652173913044,-152.03846153846155,-500.0,-153.64,-500.0,-500.0,-500.0,-493.25,-500.0,-493.75,-500.0,-500.0,-500.0,-500.0,-487.5,-500.0,-455.25,-495.25,-443.22222222222223,-500.0,-416.1111111111111,-421.1111111111111,-410.1111111111111,-344.0,-332.0,0.0009-3.6-63-0.25-0.0022-[256, 256]-0.95-2
