-2.161654090881347656e+01,2.129258346557617188e+01,2.043485450744628906e+01,1.289978218078613281e+01,-1.652691841125488281e+01,2.073415756225585938e+01,-1.364876651763916016e+01,2.085958290100097656e+01,2.203352928161621094e+01,-1.761491584777832031e+01,-2.051639938354492188e+01,-2.497968673706054688e+01,1.973659515380859375e+01,1.570078659057617188e+01,-1.112598896026611328e+01,-1.505215644836425781e+01,-1.395155715942382812e+01,-1.814732170104980469e+01,-2.056411552429199219e+01,1.782560157775878906e+01,2.379118156433105469e+01,2.931895828247070312e+01,1.637217140197753906e+01,-1.820725440979003906e+01,2.513957595825195312e+01,1.634946250915527344e+01,-1.640451240539550781e+01,-7.054448604583740234e+00,-1.468247413635253906e+01,2.299143981933593750e+01,-1.277268600463867188e+01,-1.644765090942382812e+01
-2.260390663146972656e+01,2.232215881347656250e+01,2.064709091186523438e+01,1.363338851928710938e+01,-1.717534065246582031e+01,2.087324523925781250e+01,-1.409095096588134766e+01,2.200391960144042969e+01,2.199992370605468750e+01,-1.808817291259765625e+01,-2.128716850280761719e+01,-2.496922302246093750e+01,1.986808776855468750e+01,1.599320697784423828e+01,-1.248612689971923828e+01,-1.596667861938476562e+01,-1.451020717620849609e+01,-1.851401901245117188e+01,-2.117932510375976562e+01,1.880894470214843750e+01,2.386860275268554688e+01,2.914148139953613281e+01,1.697498512268066406e+01,-1.905872344970703125e+01,2.504759979248046875e+01,1.697751426696777344e+01,-1.647540092468261719e+01,-7.929754734039306641e+00,-1.520228481292724609e+01,2.421630287170410156e+01,-1.232080650329589844e+01,-1.685745620727539062e+01
-2.173602676391601562e+01,2.134409332275390625e+01,2.049518013000488281e+01,1.292563724517822266e+01,-1.658518791198730469e+01,2.082419967651367188e+01,-1.368842029571533203e+01,2.087875175476074219e+01,2.205452919006347656e+01,-1.772642326354980469e+01,-2.054550170898437500e+01,-2.505760765075683594e+01,1.981767272949218750e+01,1.576281642913818359e+01,-1.105731296539306641e+01,-1.505042362213134766e+01,-1.399286270141601562e+01,-1.823806953430175781e+01,-2.068471908569335938e+01,1.785310745239257812e+01,2.385298538208007812e+01,2.938663482666015625e+01,1.648460960388183594e+01,-1.822542572021484375e+01,2.526196098327636719e+01,1.640733337402343750e+01,-1.647001266479492188e+01,-7.009198665618896484e+00,-1.480269622802734375e+01,2.299597740173339844e+01,-1.284869003295898438e+01,-1.656028366088867188e+01
-2.273271751403808594e+01,2.237544631958007812e+01,2.071023368835449219e+01,1.365994071960449219e+01,-1.723653221130371094e+01,2.096836280822753906e+01,-1.413244342803955078e+01,2.202513885498046875e+01,2.201993751525878906e+01,-1.820237350463867188e+01,-2.131698608398437500e+01,-2.504817199707031250e+01,1.994739723205566406e+01,1.605583572387695312e+01,-1.241601943969726562e+01,-1.596497821807861328e+01,-1.455367279052734375e+01,-1.860663604736328125e+01,-2.130868148803710938e+01,1.883703613281250000e+01,2.392860412597656250e+01,2.920802879333496094e+01,1.708957672119140625e+01,-1.907790756225585938e+01,2.517271614074707031e+01,1.703775596618652344e+01,-1.654537010192871094e+01,-7.883476734161376953e+00,-1.532712364196777344e+01,2.422177886962890625e+01,-1.240081882476806641e+01,-1.697303199768066406e+01
-2.380863189697265625e+01,2.344449615478515625e+01,2.096839904785156250e+01,1.441347312927246094e+01,-1.792911338806152344e+01,2.117545127868652344e+01,-1.460478019714355469e+01,2.318326759338378906e+01,2.200361061096191406e+01,-1.876198196411132812e+01,-2.211025238037109375e+01,-2.509867477416992188e+01,2.014407730102539062e+01,1.639687347412109375e+01,-1.372273254394531250e+01,-1.687804222106933594e+01,-1.514356994628906250e+01,-1.904383659362792969e+01,-2.201368331909179688e+01,1.984166336059570312e+01,2.405603408813476562e+01,2.908480644226074219e+01,1.777979660034179688e+01,-1.994304275512695312e+01,2.517576026916503906e+01,1.770999717712402344e+01,-1.666522407531738281e+01,-8.723621368408203125e+00,-1.593899345397949219e+01,2.544956398010253906e+01,-1.200655555725097656e+01,-1.746992301940917969e+01
-2.303646469116210938e+01,2.250733566284179688e+01,2.086436271667480469e+01,1.372621822357177734e+01,-1.738533592224121094e+01,2.119806861877441406e+01,-1.423377513885498047e+01,2.207362365722656250e+01,2.207438278198242188e+01,-1.848835372924804688e+01,-2.139160537719726562e+01,-2.524834442138671875e+01,2.015685653686523438e+01,1.621529388427734375e+01,-1.223975944519042969e+01,-1.596048736572265625e+01,-1.465911865234375000e+01,-1.883949661254882812e+01,-2.161556053161621094e+01,1.890761184692382812e+01,2.408845138549804688e+01,2.938270759582519531e+01,1.737818336486816406e+01,-1.912425613403320312e+01,2.548666954040527344e+01,1.718576622009277344e+01,-1.671215629577636719e+01,-7.767383098602294922e+00,-1.563474178314208984e+01,2.423303985595703125e+01,-1.259482765197753906e+01,-1.726181411743164062e+01
-2.220344543457031250e+01,2.153592681884765625e+01,2.072306251525878906e+01,1.302109718322753906e+01,-1.680614852905273438e+01,2.116806983947753906e+01,-1.383814144134521484e+01,2.095610618591308594e+01,2.212543678283691406e+01,-1.813681411743164062e+01,-2.065265655517578125e+01,-2.534076118469238281e+01,2.010008430480957031e+01,1.598724937438964844e+01,-1.080552387237548828e+01,-1.504435443878173828e+01,-1.414987277984619141e+01,-1.857066917419433594e+01,-2.115367317199707031e+01,1.795398330688476562e+01,2.406632614135742188e+01,2.962388801574707031e+01,1.689600181579589844e+01,-1.829475975036621094e+01,2.571144866943359375e+01,1.662450027465820312e+01,-1.672349548339843750e+01,-6.842922687530517578e+00,-1.525251865386962891e+01,2.301622581481933594e+01,-1.313778018951416016e+01,-1.697576522827148438e+01
-2.323703002929687500e+01,2.257389450073242188e+01,2.095053291320800781e+01,1.375793075561523438e+01,-1.746923637390136719e+01,2.133370399475097656e+01,-1.428963565826416016e+01,2.210962867736816406e+01,2.208899879455566406e+01,-1.862519073486328125e+01,-2.142708206176757812e+01,-2.533818817138671875e+01,2.022647094726562500e+01,1.628417396545410156e+01,-1.215631294250488281e+01,-1.595824527740478516e+01,-1.471929645538330078e+01,-1.894854545593261719e+01,-2.181251907348632812e+01,1.893985748291015625e+01,2.413821029663085938e+01,2.944452857971191406e+01,1.751121711730957031e+01,-1.915081787109375000e+01,2.563638687133789062e+01,1.726465415954589844e+01,-1.681703948974609375e+01,-7.711493015289306641e+00,-1.579679107666015625e+01,2.424477005004882812e+01,-1.270766067504882812e+01,-1.740184402465820312e+01
-2.435335540771484375e+01,2.364990997314453125e+01,2.122318267822265625e+01,1.451407623291015625e+01,-1.817479515075683594e+01,2.156528472900390625e+01,-1.477029895782470703e+01,2.327489852905273438e+01,2.207207679748535156e+01,-1.919962692260742188e+01,-2.222364425659179688e+01,-2.539813804626464844e+01,2.042204666137695312e+01,1.663056182861328125e+01,-1.345279121398925781e+01,-1.687002944946289062e+01,-1.531867790222167969e+01,-1.939727401733398438e+01,-2.255591201782226562e+01,1.994637298583984375e+01,2.426392364501953125e+01,2.932305335998535156e+01,1.821385002136230469e+01,-2.001956176757812500e+01,2.565730285644531250e+01,1.794779777526855469e+01,-1.695716094970703125e+01,-8.544255256652832031e+00,-1.643149948120117188e+01,2.547488403320312500e+01,-1.233415603637695312e+01,-1.791450691223144531e+01
-2.362748527526855469e+01,2.272065734863281250e+01,2.113623237609863281e+01,1.382980537414550781e+01,-1.764599037170410156e+01,2.161646461486816406e+01,-1.440894412994384766e+01,2.217316055297851562e+01,2.214298820495605469e+01,-1.894370269775390625e+01,-2.150889968872070312e+01,-2.555971336364746094e+01,2.043504333496093750e+01,1.645574569702148438e+01,-1.195739269256591797e+01,-1.595080089569091797e+01,-1.484515571594238281e+01,-1.920691299438476562e+01,-2.220183563232421875e+01,1.901444816589355469e+01,2.429574584960937500e+01,2.962441062927246094e+01,1.782717704772949219e+01,-1.920482826232910156e+01,2.598995971679687500e+01,1.743623542785644531e+01,-1.702746009826660156e+01,-7.579035758972167969e+00,-1.615403175354003906e+01,2.426078033447265625e+01,-1.294684505462646484e+01,-1.772513580322265625e+01
